0.0000,23.8600,19.5500,3.1000,1.5500,2.2700,5.5900,6.9900,2.9000,4.7300,7.6900,2.5100,2.9100,5.5200,1.1900,0.6200,0.1500,0.0200,0.0600,0.0400,0.0200,0.3100,0.1600,0.0400,0.1900,0.4000,0.4800,0.0000,0.0800,0.1500,0.3700,0.0600,0.0200,0.3100,0.2600,0.1300,0.0400,0.2300,0.0400,0.1500,0.1300,0.1200,0.1500,0.0200,0.0500,0.0800
57.4000,0.0000,5.4500,0.1100,0.0200,0.4200,0.5100,3.5200,9.5400,1.1300,0.1400,0.1800,0.2300,0.0000,0.0400,0.0000,0.0000,0.0700,0.2300,0.0200,0.0700,0.6300,0.4900,0.1100,0.0000,0.0700,2.5500,0.0400,0.0000,0.1400,0.0200,0.0000,0.0000,0.3700,4.5800,0.3500,0.0900,0.1100,0.1600,0.2800,0.2800,0.4200,0.1400,0.0400,0.0900,0.0000
52.6200,7.5600,0.0000,1.4700,11.8400,6.1700,0.1500,0.0300,0.1800,0.3900,0.1500,0.1200,6.3800,0.0900,8.1900,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.2100,0.1200,0.0600,0.0900,0.0900,1.8000,0.0000,0.0000,0.1800,0.0300,0.0000,0.0000,0.1200,0.0000,0.0000,0.0900,0.0300,0.0000,0.0300,0.0000,0.0900,0.2700,0.0000,0.0600,0.0000
19.3000,0.2400,6.5100,0.0000,5.9600,8.4300,0.1700,0.0000,0.0600,6.6200,0.1000,10.9000,0.4800,0.1300,0.0000,0.0300,2.5700,0.0300,0.0300,0.0000,0.0300,0.3100,0.3800,0.0300,29.1000,0.1000,0.2000,0.0300,0.0600,0.2000,0.0300,0.6200,0.0000,0.0600,0.0000,0.0600,0.0000,0.1300,0.1700,0.1300,0.1000,0.2700,0.2000,0.0300,0.0300,0.0000
21.6300,0.0800,34.1000,19.8100,0.0000,2.8900,0.0800,0.0800,0.1600,0.1600,0.4100,0.4100,0.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7400,0.8200,0.0800,5.5300,0.0000,6.1100,0.0000,0.0800,0.0000,0.0800,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2400,0.0000,0.0800,0.5700,0.0000,0.0000,0.0000
16.5800,0.2700,9.0700,13.5900,1.8800,0.0000,12.1600,0.0900,0.0900,6.5800,0.3600,0.2700,0.3200,0.2700,23.8700,9.0300,0.0000,0.0400,0.4100,0.0000,0.0000,0.5900,0.3200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.3200,0.0000,0.0900,0.0000,0.0400,0.0000,0.0000,0.0900,0.0400,0.0900,0.0400,0.0400,0.4100,0.0000,0.0000,0.0900,0.0400
22.5800,0.4200,0.1600,0.5600,0.1100,6.8900,0.0000,0.0000,0.1100,16.1500,2.0100,0.0700,4.3000,0.1600,0.2300,9.2800,0.0000,0.0400,0.0400,0.0000,0.0200,0.4200,0.5600,0.0900,0.0400,0.1100,0.0000,0.0000,0.0000,0.3200,12.3600,17.9000,0.0200,0.0000,0.2300,0.0900,0.0700,0.0400,0.0400,0.0400,0.1100,0.2800,0.4200,0.0200,0.0700,0.0200
35.0600,7.5000,0.1300,0.3300,0.0000,0.1300,0.1300,0.0000,53.9800,0.1300,0.6000,0.0000,0.4000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.0000,0.0000,0.0600,0.0000,0.1300,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.1300,0.0600,0.0000,0.0000
20.5900,20.7000,0.1600,0.2700,0.0000,0.1000,0.1600,36.8100,0.0000,0.3700,8.9700,0.0500,0.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.1600,0.0000,0.0000,0.2700,0.8100,0.1600,0.0000,0.4300,0.1600,0.0000,0.0000,0.0500,0.0500,0.0000,0.0000,0.3200,6.4800,0.0000,0.0500,0.0000,0.0000,0.0000,0.1600,0.4800,0.3200,0.0000,0.1000,0.0000
21.6200,0.3500,0.3800,4.3500,0.2000,4.6800,25.8500,0.0500,0.0500,0.0000,0.0800,0.4700,0.4100,24.4000,0.1400,0.2600,0.8500,0.0200,0.0000,0.0000,0.0200,0.4400,0.6800,0.0800,0.0200,0.0500,0.0000,0.0800,0.0200,0.2600,0.5600,0.6200,0.0000,0.0000,0.1100,0.0800,0.0500,5.9500,0.2000,0.1700,0.1700,0.2300,0.3800,0.0500,0.0000,0.0800
37.6000,0.4200,0.0900,0.0400,0.0000,0.0000,4.4100,0.6500,7.9300,0.2300,0.0000,0.0400,0.0000,0.0900,0.0400,0.0000,0.0000,0.2300,0.1800,0.0000,0.0000,4.8800,2.6200,0.8400,0.0000,0.0400,0.0000,0.0000,0.0400,0.7900,16.7600,0.0000,0.0000,0.0000,3.6100,0.5100,0.0000,0.1400,0.5600,0.3700,0.0400,1.7300,0.7500,0.2800,0.1800,0.0400
26.1000,0.0000,0.2300,21.1200,0.1400,0.1800,0.1400,0.0000,0.1400,0.8500,0.2800,0.0000,0.1800,0.0000,0.0000,0.0000,0.4700,0.0000,0.1400,0.0400,0.2300,1.2800,0.3300,0.0900,13.2400,0.0000,0.0000,0.0000,0.1400,0.1800,0.0000,0.0900,0.0400,0.0000,0.0000,0.1800,0.0000,0.6600,0.8000,0.2300,0.0000,0.4700,0.5200,0.0900,0.4700,0.0400
23.4500,0.7600,14.8200,0.3800,0.0000,0.5300,16.0400,0.0700,0.1500,0.9100,0.6800,0.0700,0.0000,0.3000,14.5900,20.0900,0.0000,0.0000,0.1500,0.0000,0.0000,0.1500,0.3000,0.0000,0.0700,0.0700,0.0000,0.0000,0.3800,0.3000,0.0700,0.2200,0.0700,0.0000,0.1500,0.1500,0.0700,0.1500,0.1500,0.3000,0.0000,0.1500,0.3000,0.0000,0.0000,0.0000
23.6700,0.0500,0.1800,0.1500,0.0000,0.2000,0.6400,0.0000,0.0200,21.1600,0.1000,0.0700,0.1000,0.0000,0.0000,0.0200,0.3800,0.1000,0.1200,0.0200,0.1200,0.2300,0.2800,0.0500,0.0200,0.0200,0.0200,0.0000,0.0000,0.2800,0.0000,0.2800,0.0200,0.0500,0.0000,0.0000,0.0000,32.5900,0.1000,0.0500,0.0000,0.2000,0.0500,0.0700,0.0200,0.0200
16.7300,0.1100,19.5600,0.2900,0.3500,37.8900,0.4700,0.0000,0.0000,0.9400,0.0000,0.2900,13.4900,0.0000,0.0000,7.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.3500,0.2300,0.1100,0.0500,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.1100,0.0500,0.0500,0.0500,0.0000,0.0000,0.0000
11.7900,0.0800,1.1600,0.0000,0.0000,20.2600,33.8800,0.0000,0.1600,0.4900,0.0800,0.0800,21.7600,0.0000,8.1300,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.0800,0.1600,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000,0.0800,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.0000
7.6900,0.0000,0.0000,54.6100,0.0000,0.0000,0.0000,0.0000,0.0000,7.6900,0.0000,10.0000,0.0000,6.9200,0.0000,0.0000,0.0000,1.5300,0.0000,0.0000,0.0000,2.3000,0.0000,0.0000,0.0000,0.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5300,0.0000,0.0000,0.0000,0.0000,0.7600,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1600,2.0400,2.7400,2.5000,3.4600,2.2100,0.1600,0.3600,0.1600,0.0000,0.0000,0.6100,0.0000,0.0000,0.0000,0.3100,0.1600,0.8400,0.5800,1.0100,2.1600,2.6100,1.9800,15.0500,3.1700,0.9400,0.8600,1.0500
0.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4600,0.0000,1.6900,6.2800,0.9600,0.8100,0.1800,0.3200,0.3700,0.4500,0.4300,0.1100,0.1600,0.0000,0.1100,0.0000,0.2300,0.0000,0.6800,1.0100,0.9700,0.6400,1.7000,0.8700,10.0800,1.6500,0.2400,0.3000,0.3600
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6300,19.6600,0.0000,17.3900,0.9600,0.6800,0.7700,0.0000,0.1000,0.1000,0.1900,0.0000,0.4300,0.0000,0.0000,0.0000,0.2100,0.0800,0.6100,0.2100,1.3000,1.4500,4.2200,1.9800,15.4700,1.6100,0.3600,0.4700,0.8900
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9800,16.5000,4.7000,0.0000,1.2600,0.4000,0.1600,0.3700,0.1500,0.0000,0.4300,0.1300,0.2700,0.0000,0.1200,0.1800,0.1800,0.2200,0.6800,1.5100,0.8300,0.6400,1.7600,0.8300,17.1600,1.9000,0.3400,0.3300,0.5400
